kind,name,molecular_formula,SMILES,pubchem_cid,InChI,InChIKey,total_exact_mass,exact_mass,instrument,instrument_type,ms_level,ionization,ionization_mode,spectrum,score
biological,"Phenmetrazine, TMS derivative",C14H23NOSi,O1CCN(C(C)C1C=2C=CC=CC2)[Si](C)(C)C,,"InChI=1S/C14H23NOSi/c1-12-14(13-8-6-5-7-9-13)16-11-10-15(12)17(2,3)4/h5-9,12,14H,10-11H2,1-4H3",FHYMPLCXQGPUCB-UHFFFAOYSA-N,249.154890886,,,,MS1,,positive,"[(15.0, 4.2), (27.0, 9.2), (28.0, 6.5), (29.0, 14.4), (30.0, 0.4), (31.0, 2.8), (38.0, 1.1), (39.0, 6.2), (40.0, 4.2), (41.0, 18.6), (42.0, 18.5), (43.0, 31.3), (44.0, 15.0), (45.0, 3.9), (46.0, 0.7), (47.0, 0.1), (51.0, 4.7), (52.0, 1.1), (53.0, 2.0), (54.0, 7.3), (55.0, 15.4), (56.0, 22.4), (57.0, 32.2), (58.0, 62.5), (59.0, 26.8), (60.0, 6.5), (61.0, 1.0), (63.0, 0.8), (64.0, 1.2), (65.0, 3.2), (66.0, 4.3), (67.0, 2.9), (68.0, 3.6), (69.0, 10.5), (70.0, 52.1), (71.0, 14.7), (72.0, 10.6), (73.0, 19.4), (74.0, 3.6), (75.0, 0.9), (76.0, 2.2), (77.0, 21.1), (78.0, 7.4), (79.0, 1.9), (80.0, 1.4), (81.0, 2.3), (82.0, 2.3), (83.0, 6.6), (84.0, 12.0), (85.0, 14.2), (86.0, 9.0), (87.0, 4.4), (88.0, 0.5), (89.0, 2.2), (90.0, 10.2), (91.0, 8.0), (92.0, 5.0), (93.0, 2.1), (94.0, 0.1), (96.0, 1.9), (97.0, 0.9), (98.0, 4.1), (99.0, 7.3), (100.0, 14.9), (101.0, 3.9), (102.0, 5.1), (103.0, 3.7), (104.0, 6.2), (105.0, 11.0), (106.0, 14.0), (107.0, 6.4), (108.0, 0.5), (111.0, 0.2), (112.0, 1.3), (113.0, 1.7), (114.0, 3.5), (115.0, 4.5), (116.0, 3.4), (117.0, 10.5), (118.0, 13.4), (119.0, 4.6), (120.0, 10.5), (121.0, 3.4), (122.0, 0.2), (126.0, 1.3), (127.0, 0.2), (128.0, 1.4), (129.0, 2.6), (130.0, 3.8), (131.0, 4.7), (132.0, 3.7), (133.0, 4.9), (134.0, 4.6), (135.0, 2.2), (136.0, 0.2), (138.0, 0.8), (139.0, 0.1), (141.0, 0.6), (142.0, 0.3), (143.0, 0.2), (144.0, 1.9), (145.0, 1.4), (146.0, 3.1), (147.0, 0.3), (148.0, 0.2), (149.0, 0.8), (150.0, 0.2), (155.0, 0.5), (158.0, 1.9), (159.0, 1.8), (160.0, 2.2), (161.0, 1.0), (162.0, 0.1), (164.0, 0.7), (165.0, 0.1), (174.0, 3.4), (175.0, 7.6), (176.0, 10.9), (177.0, 3.2), (178.0, 0.5), (179.0, 0.8), (180.0, 0.1), (190.0, 3.1), (191.0, 2.1), (192.0, 1.9), (193.0, 0.3), (202.0, 0.7), (203.0, 0.9), (204.0, 1.7), (205.0, 0.3), (206.0, 0.8), (207.0, 0.1), (217.0, 0.7), (218.0, 1.6), (219.0, 4.1), (220.0, 0.7), (221.0, 0.2), (232.0, 0.7), (233.0, 0.9), (234.0, 14.5), (235.0, 2.8), (236.0, 0.7), (248.0, 2.2), (249.0, 100.0), (250.0, 20.7), (251.0, 5.6), (252.0, 0.7), (253.0, 0.1)]",3.5714285714285716
biological,"Benzosuberol, TMS derivative",C14H22OSi,O(C1C=2C=CC=CC2CCCC1)[Si](C)(C)C,,"InChI=1S/C14H22OSi/c1-16(2,3)15-14-11-7-5-9-12-8-4-6-10-13(12)14/h4,6,8,10,14H,5,7,9,11H2,1-3H3",QFJJFUAHKNRVTP-UHFFFAOYSA-N,234.143991854,,,,MS1,,positive,"[(15.0, 0.5), (27.0, 12.7), (28.0, 0.8), (29.0, 2.2), (31.0, 0.5), (38.0, 1.0), (39.0, 5.6), (40.0, 3.9), (41.0, 10.1), (42.0, 0.8), (43.0, 4.2), (44.0, 2.3), (45.0, 0.1), (46.0, 0.5), (50.0, 0.3), (51.0, 5.4), (52.0, 2.9), (53.0, 4.9), (54.0, 0.3), (55.0, 1.9), (56.0, 0.1), (57.0, 1.1), (58.0, 7.3), (59.0, 1.4), (60.0, 2.5), (61.0, 1.2), (62.0, 1.2), (63.0, 2.8), (64.0, 3.3), (65.0, 7.5), (66.0, 1.5), (67.0, 2.1), (68.0, 0.3), (70.0, 1.4), (71.0, 0.2), (72.0, 0.3), (73.0, 4.5), (74.0, 6.4), (75.0, 3.6), (76.0, 4.7), (77.0, 6.5), (78.0, 2.0), (79.0, 4.6), (80.0, 1.2), (81.0, 0.6), (82.0, 0.5), (84.0, 1.0), (85.0, 1.9), (86.0, 1.5), (87.0, 0.2), (88.0, 1.3), (89.0, 5.3), (90.0, 4.7), (91.0, 15.6), (92.0, 1.4), (93.0, 1.6), (94.0, 0.7), (98.0, 0.2), (99.0, 0.9), (100.0, 0.9), (101.0, 1.8), (102.0, 3.6), (103.0, 12.1), (104.0, 8.7), (105.0, 4.1), (106.0, 0.9), (107.0, 0.3), (111.0, 0.9), (112.0, 0.1), (114.0, 1.0), (115.0, 2.1), (116.0, 9.2), (117.0, 52.3), (118.0, 11.2), (119.0, 3.9), (120.0, 0.3), (121.0, 0.4), (126.0, 0.4), (127.0, 0.7), (128.0, 1.0), (129.0, 2.5), (130.0, 9.9), (131.0, 1.7), (132.0, 0.6), (133.0, 0.9), (141.0, 1.0), (142.0, 2.2), (143.0, 7.6), (144.0, 18.0), (145.0, 100.0), (146.0, 13.7), (147.0, 0.8), (148.0, 0.5), (149.0, 0.5), (158.0, 1.0), (159.0, 0.1), (160.0, 0.6), (161.0, 1.7), (162.0, 0.7), (163.0, 0.6), (165.0, 0.5), (175.0, 0.4), (176.0, 1.4), (177.0, 0.7), (178.0, 0.1), (187.0, 1.4), (188.0, 0.2), (190.0, 0.9), (191.0, 0.1), (192.0, 0.9), (193.0, 0.1), (201.0, 0.4), (203.0, 0.4), (204.0, 1.4), (205.0, 0.7), (206.0, 0.1), (217.0, 0.4), (218.0, 1.0), (219.0, 4.7), (220.0, 0.9), (221.0, 0.2), (234.0, 56.2), (235.0, 11.6), (236.0, 2.9), (237.0, 0.3)]",3.5714285714285716
biological,"Indole, TMS derivative",C11H15NSi,C=1C=CC2=C(C1)C=CN2[Si](C)(C)C,,"InChI=1S/C11H15NSi/c1-13(2,3)12-9-8-10-6-4-5-7-11(10)12/h4-9H,1-3H3",FVTIWXTUSQSDKB-UHFFFAOYSA-N,189.09737601,,,,MS1,,positive,"[(15.0, 0.1), (27.0, 1.6), (38.0, 1.5), (41.0, 1.8), (42.0, 0.1), (43.0, 4.1), (44.0, 1.7), (51.0, 5.2), (52.0, 1.1), (57.0, 1.5), (58.0, 3.8), (59.0, 4.2), (60.0, 0.4), (61.0, 0.1), (62.0, 1.2), (64.0, 2.7), (65.0, 1.9), (66.0, 0.8), (72.0, 1.6), (73.0, 100.0), (74.0, 10.6), (75.0, 3.7), (76.0, 0.1), (84.0, 1.0), (87.0, 1.7), (88.0, 0.1), (89.0, 0.6), (90.0, 2.0), (91.0, 0.1), (93.0, 0.2), (97.0, 3.9), (98.0, 0.3), (99.0, 0.2), (100.0, 1.4), (101.0, 0.1), (112.0, 0.1), (115.0, 3.3), (116.0, 4.3), (117.0, 1.3), (118.0, 0.1), (120.0, 1.8), (121.0, 0.2), (124.0, 1.8), (125.0, 0.2), (132.0, 1.4), (133.0, 0.1), (135.0, 1.8), (136.0, 0.2), (138.0, 0.7), (139.0, 0.1), (145.0, 1.8), (146.0, 0.2), (148.0, 1.8), (149.0, 0.2), (158.0, 1.8), (159.0, 7.5), (160.0, 1.1), (161.0, 0.3), (162.0, 1.8), (163.0, 0.2), (172.0, 1.8), (173.0, 12.9), (174.0, 18.4), (175.0, 5.0), (176.0, 1.0), (177.0, 0.1), (188.0, 19.6), (189.0, 55.1), (190.0, 10.1), (191.0, 2.5), (192.0, 0.2)]",3.5714285714285716
biological,"2-Butanol, TMS derivative",C7H18OSi,O(C(C)CC)[Si](C)(C)C,,"InChI=1S/C7H18OSi/c1-6-7(2)8-9(3,4)5/h7H,6H2,1-5H3",NPVKWWQBIVSLRO-UHFFFAOYSA-N,146.112691726,,,,MS1,,positive,"[(15.0, 9.80981), (16.0, 0.1001), (27.0, 6.406406), (28.0, 0.2002), (29.0, 20.620621), (30.0, 0.4004), (40.0, 0.1001), (41.0, 11.511512), (42.0, 4.604605), (43.0, 0.1001), (44.0, 0.500501), (55.0, 3.603604), (56.0, 5.805806), (57.0, 100.0), (58.0, 9.109109), (59.0, 0.900901), (60.0, 0.800801), (72.0, 0.2002), (73.0, 13.913914), (74.0, 14.314314), (75.0, 7.707708), (76.0, 0.900901), (77.0, 0.2002), (87.0, 0.500501), (89.0, 3.403403), (90.0, 2.002002), (91.0, 0.2002), (100.0, 0.500501), (101.0, 4.104104), (102.0, 3.103103), (103.0, 0.4004), (104.0, 0.1001), (113.0, 0.500501), (114.0, 0.600601), (115.0, 1.701702), (116.0, 9.009009), (117.0, 30.33033), (118.0, 3.403403), (119.0, 1.101101), (129.0, 1.001001), (130.0, 12.012012), (131.0, 48.548549), (132.0, 6.006006), (133.0, 2.002002), (134.0, 0.1001), (144.0, 1.601602), (145.0, 12.012012), (146.0, 55.755756), (147.0, 7.507508), (148.0, 2.302302), (149.0, 0.2002)]",3.5714285714285716
biological,"Ethyl 3-hydroxy-2,2-dimethylbutanoate, TMS derivative",C11H24O3Si,O=C(OCC)C(C)(C)C(O[Si](C)(C)C)C,,"InChI=1S/C11H24O3Si/c1-8-13-10(12)11(3,4)9(2)14-15(5,6)7/h9H,8H2,1-7H3",RZEVZPUEHWEWLX-UHFFFAOYSA-N,232.14947115799998,,,,MS1,,positive,"[(15.0, 12.2), (16.0, 0.1), (27.0, 12.0), (28.0, 5.0), (29.0, 100.0), (30.0, 2.2), (39.0, 1.0), (40.0, 1.9), (41.0, 7.8), (42.0, 6.3), (43.0, 6.2), (44.0, 3.1), (45.0, 0.7), (46.0, 0.1), (51.0, 0.5), (52.0, 0.5), (53.0, 8.4), (54.0, 12.7), (55.0, 24.7), (56.0, 2.6), (57.0, 3.0), (58.0, 35.9), (59.0, 3.2), (60.0, 6.0), (61.0, 1.0), (66.0, 0.5), (67.0, 0.5), (68.0, 2.0), (69.0, 14.3), (70.0, 43.2), (71.0, 4.1), (72.0, 7.0), (73.0, 18.4), (74.0, 15.7), (75.0, 4.9), (76.0, 0.8), (77.0, 0.1), (82.0, 1.4), (83.0, 3.4), (84.0, 0.5), (85.0, 1.7), (86.0, 2.5), (87.0, 20.6), (88.0, 3.0), (89.0, 4.9), (90.0, 0.5), (91.0, 0.1), (98.0, 0.5), (99.0, 3.0), (100.0, 0.9), (101.0, 1.9), (102.0, 13.8), (103.0, 6.7), (104.0, 1.3), (105.0, 0.2), (112.0, 1.4), (113.0, 0.8), (114.0, 2.2), (115.0, 2.6), (116.0, 0.7), (117.0, 14.8), (118.0, 1.9), (119.0, 0.6), (126.0, 0.5), (128.0, 3.1), (129.0, 5.3), (130.0, 0.6), (131.0, 0.7), (132.0, 0.2), (142.0, 0.1), (143.0, 5.6), (144.0, 4.4), (145.0, 0.6), (146.0, 0.1), (147.0, 1.5), (148.0, 0.1), (158.0, 0.4), (159.0, 7.1), (160.0, 0.9), (161.0, 0.3), (172.0, 0.5), (173.0, 0.3), (187.0, 1.5), (188.0, 1.5), (189.0, 0.2), (202.0, 0.4), (203.0, 0.5), (204.0, 0.1), (215.0, 0.4), (216.0, 1.0), (217.0, 20.0), (218.0, 3.2), (219.0, 0.9), (220.0, 0.1), (232.0, 43.9), (233.0, 7.6), (234.0, 2.3), (235.0, 0.2)]",3.5714285714285716
biological,"4-Hydroxycoumarin, TMS derivative",C12H14O3Si,O=C1OC=2C=CC=CC2C(O[Si](C)(C)C)=C1,,"InChI=1S/C12H14O3Si/c1-16(2,3)15-11-8-12(13)14-10-7-5-4-6-9(10)11/h4-8H,1-3H3",COEQTMDDELCKFP-UHFFFAOYSA-N,234.071220838,,,,MS1,,positive,"[(15.0, 2.3), (27.0, 2.1), (29.0, 2.1), (38.0, 0.5), (39.0, 2.0), (40.0, 0.1), (41.0, 1.5), (42.0, 0.1), (43.0, 1.5), (49.0, 0.6), (50.0, 0.1), (51.0, 0.9), (52.0, 0.8), (53.0, 2.8), (54.0, 1.3), (55.0, 0.8), (56.0, 1.1), (57.0, 0.8), (58.0, 16.8), (59.0, 3.9), (60.0, 1.7), (61.0, 0.1), (62.0, 1.0), (63.0, 4.3), (64.0, 1.0), (65.0, 0.1), (66.0, 0.6), (67.0, 0.5), (68.0, 1.5), (72.0, 0.4), (73.0, 99.1), (74.0, 15.7), (75.0, 10.7), (76.0, 6.9), (77.0, 2.2), (78.0, 1.9), (79.0, 2.7), (80.0, 0.1), (89.0, 4.8), (90.0, 1.8), (91.0, 3.3), (92.0, 5.8), (93.0, 1.6), (94.0, 0.2), (96.0, 1.0), (98.0, 0.8), (99.0, 8.2), (100.0, 0.8), (101.0, 15.5), (102.0, 2.1), (103.0, 2.1), (104.0, 0.8), (105.0, 0.4), (106.0, 1.2), (107.0, 1.1), (110.0, 1.5), (111.0, 0.9), (112.0, 0.1), (114.0, 6.0), (115.0, 1.6), (116.0, 2.8), (117.0, 11.6), (118.0, 1.0), (119.0, 0.2), (120.0, 1.6), (121.0, 0.1), (128.0, 0.7), (129.0, 0.7), (133.0, 0.1), (139.0, 0.7), (140.0, 1.5), (141.0, 1.3), (142.0, 1.3), (143.0, 0.1), (144.0, 1.8), (145.0, 35.9), (146.0, 3.5), (147.0, 0.2), (150.0, 0.7), (151.0, 0.8), (152.0, 0.8), (153.0, 0.1), (154.0, 0.7), (158.0, 0.6), (159.0, 0.1), (161.0, 0.3), (163.0, 1.4), (164.0, 0.2), (165.0, 1.5), (166.0, 1.6), (167.0, 5.3), (168.0, 0.7), (169.0, 0.2), (174.0, 0.7), (175.0, 0.1), (176.0, 1.4), (177.0, 1.6), (178.0, 1.7), (179.0, 1.0), (180.0, 0.9), (181.0, 0.1), (189.0, 9.4), (190.0, 3.1), (191.0, 3.2), (192.0, 1.2), (193.0, 13.9), (194.0, 2.2), (195.0, 0.6), (203.0, 2.1), (204.0, 18.9), (205.0, 7.4), (206.0, 11.6), (207.0, 3.5), (208.0, 0.7), (209.0, 0.1), (217.0, 1.4), (218.0, 8.0), (219.0, 60.3), (220.0, 12.7), (221.0, 3.5), (222.0, 0.4), (232.0, 1.4), (233.0, 16.4), (234.0, 100.0), (235.0, 18.7), (236.0, 5.5), (237.0, 0.6)]",3.5714285714285716
biological,"2-Acetoxyacetate, TMS derivative",C7H14O4Si,O=C(OCC(=O)O[Si](C)(C)C)C,,"InChI=1S/C7H14O4Si/c1-6(8)10-5-7(9)11-12(2,3)4/h5H2,1-4H3",ZNVDGFLYEAIQCT-UHFFFAOYSA-N,190.06613545800002,,,,MS1,,positive,"[(15.0, 11.4), (16.0, 0.1), (29.0, 2.4), (41.0, 2.6), (42.0, 1.8), (43.0, 27.5), (44.0, 0.6), (57.0, 2.9), (58.0, 0.1), (71.0, 3.0), (72.0, 2.6), (73.0, 100.0), (74.0, 18.9), (75.0, 9.4), (76.0, 0.8), (77.0, 0.2), (89.0, 2.1), (90.0, 0.1), (99.0, 2.9), (100.0, 0.1), (101.0, 5.5), (102.0, 5.1), (103.0, 0.4), (104.0, 0.2), (116.0, 2.5), (117.0, 17.6), (118.0, 5.2), (119.0, 1.0), (120.0, 0.1), (129.0, 2.5), (130.0, 0.2), (131.0, 20.2), (132.0, 2.1), (133.0, 3.4), (134.0, 0.2), (135.0, 0.1), (144.0, 5.1), (145.0, 0.4), (146.0, 18.3), (147.0, 2.0), (148.0, 0.8), (158.0, 2.4), (159.0, 2.8), (160.0, 5.4), (161.0, 0.6), (162.0, 0.2), (174.0, 7.5), (175.0, 73.8), (176.0, 8.9), (177.0, 3.3), (178.0, 0.2), (187.0, 2.4), (188.0, 0.3), (189.0, 5.1), (190.0, 30.5), (191.0, 4.0), (192.0, 1.5), (193.0, 0.1)]",3.5714285714285716
biological,"2,4-Dimethylphenol, TMS derivative",C11H18OSi,O(C1=CC=C(C=C1C)C)[Si](C)(C)C,,"InChI=1S/C11H18OSi/c1-9-6-7-11(10(2)8-9)12-13(3,4)5/h6-8H,1-5H3",RQIFPNBYDRMGRO-UHFFFAOYSA-N,194.112691726,,,,MS1,,positive,"[(15.0, 1.2), (27.0, 2.3), (29.0, 0.1), (39.0, 3.3), (40.0, 0.2), (41.0, 5.0), (42.0, 0.2), (44.0, 2.5), (45.0, 0.1), (50.0, 0.1), (51.0, 2.8), (52.0, 0.1), (55.0, 0.6), (58.0, 10.1), (59.0, 0.6), (60.0, 3.3), (61.0, 0.2), (64.0, 5.3), (65.0, 10.9), (66.0, 0.5), (68.0, 0.1), (70.0, 1.5), (71.0, 0.1), (72.0, 0.1), (73.0, 44.3), (74.0, 5.0), (75.0, 1.7), (76.0, 0.1), (84.0, 2.4), (85.0, 0.2), (87.0, 2.4), (88.0, 0.2), (89.0, 3.1), (90.0, 2.9), (91.0, 2.7), (92.0, 0.3), (93.0, 1.6), (94.0, 0.1), (103.0, 2.6), (104.0, 2.8), (105.0, 27.7), (106.0, 2.9), (107.0, 0.1), (112.0, 0.4), (113.0, 2.5), (114.0, 0.4), (115.0, 0.1), (119.0, 2.1), (120.0, 2.6), (121.0, 1.5), (122.0, 0.1), (126.0, 2.4), (127.0, 0.2), (128.0, 0.1), (149.0, 2.4), (150.0, 0.3), (151.0, 0.1), (152.0, 4.9), (153.0, 0.6), (154.0, 0.2), (163.0, 7.3), (164.0, 5.9), (165.0, 8.3), (166.0, 1.3), (167.0, 0.3), (177.0, 7.2), (178.0, 15.5), (179.0, 31.3), (180.0, 5.4), (181.0, 1.4), (182.0, 0.1), (192.0, 2.3), (193.0, 40.8), (194.0, 100.0), (195.0, 18.0), (196.0, 4.7), (197.0, 0.5)]",3.5714285714285716
biological,HBMP 20:0_20:4_20:3,C66H115O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCC=CCC=CCC=CCC,,,DVXNOPNJHQNZEH-JEBFBKNHNA-N,1114.81770113,1132.85153,,,,,positive,"[(361.2737, 10.01001), (363.2894, 10.01001), (369.3363, 10.01001), (649.5196, 100.0), (1132.852, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_20:2,C66H117O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCC=CCC=CCCCCC,,,RQXFGOFGFFUHGJ-BBIRODQXNA-N,1116.833351194,1134.86718,,,,,positive,"[(361.2737, 10.01001), (365.3051, 10.01001), (369.3363, 10.01001), (651.5352, 100.0), (1134.867, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_20:1,C66H119O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCC=CCCCCCCCC,,,RNNRUNPUPQQUNL-PPGYDEFINA-N,1118.849001258,1136.88283,,,,,positive,"[(361.2737, 10.01001), (367.3207, 10.01001), (369.3363, 10.01001), (653.5508, 100.0), (1136.883, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_20:0,C66H121O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCCCCCC,,,GZSFEKSIHXJFHI-QWZXXBLSNA-N,1120.864651322,1138.89848,,,,,positive,"[(361.2737, 10.01001), (369.3363, 20.02002), (655.5665, 100.0), (1138.898, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_18:5,C64H107O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CC=CCC=CCC=CCC=CCC=CCC,,,QIJAKZOXNYFBNR-ICCITLMONA-N,1082.7551008740002,1100.78893,,,,,positive,"[(331.2268, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (617.457, 100.0), (1100.789, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_18:4,C64H109O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCC=CCC=CCC=CCC=CCC,,,UVDKVNWSNKEJLP-ABYRPLJPNA-N,1084.770750938,1102.80458,,,,,positive,"[(333.2424, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (619.4726, 100.0), (1102.805, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_18:3,C64H111O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCC=CCC=CCC=CCC,,,XCRKLGOQEALNQV-UTXVANRTNA-N,1086.786401002,1104.82023,,,,,positive,"[(335.2581, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (621.4883, 100.0), (1104.82, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_18:2,C64H113O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCC=CCC=CCCCCC,,,FGTGSMFUMJPKPQ-CZLVHJRINA-N,1088.802051066,1106.83588,,,,,positive,"[(337.2737, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (623.5039, 100.0), (1106.836, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_18:1,C64H115O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCC=CCCCCCCCC,,,QINQRYAQNWMDNZ-LFHHGEJINA-N,1090.81770113,1108.85153,,,,,positive,"[(339.2894, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (625.5196, 100.0), (1108.852, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_18:0,C64H117O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCCCC,,,MNALQOCERRUOPV-CFIJDTEENA-N,1092.833351194,1110.86718,,,,,positive,"[(341.3051, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (627.5352, 100.0), (1110.867, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_16:4,C62H105O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCC=CCC=CCC=CCC=CCC,,,YLPXCSOJJZBMCA-UENOIDPSNA-N,1056.7394508099999,1074.77328,,,,,positive,"[(305.2112, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (591.4413, 100.0), (1074.773, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_16:3,C62H107O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCC=CCC=CCC=CCC,,,KCVHUUAULVWVEE-QWUGYUNBNA-N,1058.755100874,1076.78893,,,,,positive,"[(307.2268, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (593.457, 100.0), (1076.789, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_16:2,C62H109O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCC=CCC=CCCC,,,QRHBOFJFCYKGNU-USWKLIDSNA-N,1060.770750938,1078.80458,,,,,positive,"[(309.2424, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (595.4726, 100.0), (1078.805, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_16:1,C62H111O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCC=CCCCCCC,,,QDVUPEQBOISPGE-ABXTZGQINA-N,1062.786401002,1080.82023,,,,,positive,"[(311.2581, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (597.4883, 100.0), (1080.82, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_16:0,C62H113O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCC,,,LRURTLNYIDQCKQ-IWVLLIEBNA-N,1064.8020510659999,1082.83588,,,,,positive,"[(313.2737, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (599.5039, 100.0), (1082.836, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_14:1,C60H107O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCC=CCCCC,,,MDSHLRXPLOKXSW-JGZMRIJDNA-N,1034.755100874,1052.78893,,,,,positive,"[(283.2268, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (569.457, 100.0), (1052.789, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_14:0,C60H109O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCC,,,YJVSZZNGRZUBBO-UZDKWCGENA-N,1036.770750938,1054.80458,,,,,positive,"[(285.2424, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (571.4726, 100.0), (1054.805, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:4_12:0,C58H105O11P,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCCCCCCCCCC,,,IVRQNAZGHLUENK-KBYPYWNVNA-N,1008.73945081,1026.77328,,,,,positive,"[(257.2112, 10.01001), (361.2737, 10.01001), (369.3363, 10.01001), (543.4413, 100.0), (1026.773, 5.005005)]",2.7777777777777777
biological,HBMP 20:0_20:3_22:6,C68H115O11P,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCCCC)CO)CCC=CCC=CCC=CCC=CCC=CCC=CCC,,,ILXJYVXXHYDGAE-UXBZGVSUNA-N,1138.81770113,1156.85153,,,,,positive,"[(363.2894, 10.01001), (369.3363, 10.01001), (385.2737, 10.01001), (673.5196, 100.0), (1156.852, 5.005005)]",2.7777777777777777
